Brittany	F	16476	1995
Elizabeth	F	16185	1995
Matthew	M	32875	1995
Jacob	M	31129	1995
Nicholas	M	29156	1995
Brandon	M	26904	1995
Austin	M	25905	1995
Jessica	F	24198	1996
Sarah	F	21040	1996
Taylor	F	19152	1996
Alexis	F	16589	1996
Elizabeth	F	15998	1996
Matthew	M	32073	1996
Christopher	M	30901	1996
Nicholas	M	27720	1996
Brandon	M	25846	1996
Andrew	M	25235	1996
Jessica	F	21042	1997
Sarah	F	20707	1997
Samantha	F	20169	1997
Alexis	F	17170	1997
Madison	F	15188	1997
Jacob	M	34153	1997
Christopher	M	29105	1997
Nicholas	M	27257	1997
Brandon	M	25193	1997
Tyler	M	24876	1997
Hannah	F	21373	1998
Sarah	F	19884	1998
Alexis	F	19778	1998
Jessica	F	18235	1998
Elizabeth	F	15187	1998
Jacob	M	36016	1998
Joshua	M	28089	1998
Nicholas	M	26634	1998
Tyler	M	23711	1998
Austin	M	23477	1998
Hannah	F	21676	1999
Sarah	F	19104	1999
Ashley	F	18136	1999
Taylor	F	16905	1999
Elizabeth	F	15345	1999
Michael	M	33912	1999
Joshua	M	27258	1999
Christopher	M	25603	1999
Joseph	M	23213	1999
Tyler	M	22665	1999
Hannah	F	23082	2000
Ashley	F	17997	2000
Alexis	F	17629	2000
Jessica	F	15709	2000
Taylor	F	15078	2000
Michael	M	32037	2000
Joshua	M	27537	2000
Nicholas	M	24652	2000
Joseph	M	22831	2000
Tyler	M	21504	2000
Madison	F	22164	2001
Ashley	F	16527	2001
Sarah	F	15899	2001
Abigail	F	14807	2001
Olivia	F	13977	2001
Michael	M	29683	2001
Joshua	M	26015	2001
Nicholas	M	22845	2001
Joseph	M	22011	2001
William	M	20101	2001
Madison	F	21773	2002
Emma	F	16540	2002
Ashley	F	15344	2002
Sarah	F	14760	2002
Olivia	F	14629	2002
Michael	M	28245	2002
Matthew	M	25153	2002
Andrew	M	22019	2002
Christopher	M	21684	2002
Daniel	M	21316	2002
Emma	F	22706	2003
Hannah	F	17637	2003
Abigail	F	15928	2003
Ashley	F	14514	2003
Samantha	F	13867	2003
Michael	M	27121	2003
Matthew	M	24001	2003
Joseph	M	21367	2003
Daniel	M	21039	2003
Anthony	M	20145	2003
Emma	F	21607	2004
Olivia	F	16105	2004
Abigail	F	15426	2004
Ashley	F	14373	2004
Elizabeth	F	13561	2004
Michael	M	25458	2004
Matthew	M	22874	2004
Andrew	M	21703	2004
William	M	20225	2004
Christopher	M	19630	2004
Emma	F	20344	2005
Abigail	F	15749	2005
Isabella	F	15186	2005
Samantha	F	13638	2005
Ashley	F	13274	2005
Michael	M	23815	2005
Matthew	M	21468	2005
Andrew	M	20730	2005
Anthony	M	19379	2005
Christopher	M	19168	2005
Emma	F	19119	2006
Isabella	F	18225	2006
Abigail	F	15628	2006
Hannah	F	14544	2006
Samantha	F	12462	2006
Michael	M	22637	2006
Ethan	M	20514	2006
Daniel	M	20065	2006
Christopher	M	19680	2006
William	M	18957	2006
Isabella	F	19139	2007
Ava	F	18051	2007
Sophia	F	17024	2007
Abigail	F	15470	2007
Elizabeth	F	13056	2007
Michael	M	21992	2007
Joshua	M	20655	2007
Christopher	M	20018	2007
William	M	18882	2007
Andrew	M	18449	2007
Isabella	F	18616	2008
Olivia	F	17081	2008
Madison	F	17032	2008
Abigail	F	15082	2008
Chloe	F	11824	2008
Michael	M	20626	2008
Joshua	M	19205	2008
Alexander	M	18697	2008
William	M	18391	2008
Matthew	M	17580	2008
Emma	F	17895	2009
Sophia	F	16944	2009
Emily	F	15352	2009
Abigail	F	14390	2009
Mia	F	11426	2009
Ethan	M	19847	2009
Alexander	M	18234	2009
Joshua	M	17650	2009
Jayden	M	17288	2009
Christopher	M	16355	2009
Sophia	F	20643	2010
Olivia	F	17028	2010
Emily	F	14274	2010
Madison	F	13183	2010
Mia	F	10639	2010
Ethan	M	18002	2010
Jayden	M	17179	2010
Alexander	M	16756	2010
Daniel	M	15843	2010
Anthony	M	15493	2010
Isabella	F	19910	2011
Olivia	F	17322	2011
Emily	F	14258	2011
Madison	F	12389	2011
Chloe	F	10991	2011
Mason	M	19510	2011
Jayden	M	16992	2011
Michael	M	16795	2011
Alexander	M	15702	2011
Daniel	M	15291	2011
Emma	F	20945	2012
Olivia	F	17316	2012
Emily	F	13649	2012
Mia	F	12023	2012
Elizabeth	F	9708	2012
Mason	M	18969	2012
Noah	M	17353	2012
Liam	M	16804	2012
Jayden	M	16127	2012
Aiden	M	14903	2012
Emma	F	20942	2013
Isabella	F	17642	2013
Mia	F	13152	2013
Abigail	F	12409	2013
Elizabeth	F	9454	2013
Jacob	M	18158	2013
Mason	M	17699	2013
Ethan	M	16241	2013
Alexander	M	14905	2013
Daniel	M	14298	2013
Olivia	F	19807	2014
Isabella	F	17089	2014
Mia	F	13512	2014
Abigail	F	12085	2014
Charlotte	F	10115	2014
Liam	M	18462	2014
Jacob	M	16883	2014
Ethan	M	15724	2014
Alexander	M	15414	2014
Daniel	M	13937	2014
Olivia	F	19691	2015
Ava	F	16378	2015
Mia	F	14905	2015
Emily	F	11786	2015
Harper	F	10295	2015
Liam	M	18374	2015
Jacob	M	15949	2015
Ethan	M	15077	2015
Alexander	M	14547	2015
Benjamin	M	13700	2015
Olivia	F	19365	2016
Sophia	F	16128	2016
Mia	F	14428	2016
Abigail	F	11760	2016
Harper	F	10787	2016
Liam	M	18218	2016
Mason	M	15244	2016
Benjamin	M	14641	2016
Michael	M	14088	2016
Ethan	M	13819	2016
Olivia	F	18703	2017
Isabella	F	15180	2017
Mia	F	13470	2017
Amelia	F	11833	2017
Abigail	F	10607	2017
Noah	M	18410	2017
James	M	14291	2017
Benjamin	M	13797	2017
Elijah	M	13344	2017
Jacob	M	13178	2017
Olivia	F	17921	2018
Isabella	F	14464	2018
Charlotte	F	12940	2018
Amelia	F	12301	2018
Evelyn	F	10376	2018
Noah	M	18267	2018
James	M	13525	2018
Benjamin	M	13381	2018
Lucas	M	12585	2018
Logan	M	12352	2018
